X,Y,Elevation,BA,Commodity,Fold Type,Fault Type,Age,Super Group,Group Name,Formation,Lithology,Intrusive,SiO2,Al2O3,Fe2O3,TiO2,CaO,MgO,MnO,Na2O,K2O,P2O5,LOI,Ba_ppm,Ga_ppm,Sc_ppm,V_ppm,Th_ppm,Pb_ppm,Ni_ppm,Co_ppm,Rb_ppm,Sr_ppm,Cr_ppm,Cu_ppm,Zn_ppm
76.5832,15.1417,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1987,14.3926,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5074,13.9974,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.653,15.1405,0,0,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3296,14.4934,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3309,14.4916,0,0,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.1165,14.2722,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,VANIVILAS,QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6044,13.9336,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5914,15.2642,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.6702,15.3702,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.3309,15.0134,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1961,14.3981,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5987,14.8341,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,60.9445,14.11,4.96,0.07,2.72,4.51,1.43,2.12,0.71,0.18,8.13,663,19.7,14.3,93.6,15.2,16.6,67.7,14.5,77.9,510.5,88.9,30.2,65.9
77.4842,14.5016,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.7102,14.2652,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.231,14.0487,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5675,14.6127,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,58.9,14.72,4.74,0.07,2.13,5.32,1.89,1.62,0.82,0.12,9.15689,506,17.2,16.8,87.5,7.4,15,31.9,11.8,53.6,380.5,67.2,22.6,50
77.1622,14.4065,585,-79,,,,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,ALKALI FELDSPAR GRANITE,,62.88,17.64,4.32,0.05,0.97,1.67,1.61,3.42,0.61,0.1,6.124069,866.7,13.7,9.3,70.1,26.4,18.4,34,6.4,102.1,284.6,73.6,20.8,23.2
77.0033,14.3783,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.6039,14.5372,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5907,15.1233,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7504,14.4072,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4256,14.8878,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5038,14.8117,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,65.7088,15.233,4.8416,0.07,0.69,2.7257,2.7,3.25,0.64,0.09,3.89,635.9,13.7,10.5,68.2,27.5,16.8,24.3,8.1,96.5,270,32.9149,16.1,37.82
77.3198,14.2613,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.396,14.465,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.4285,15.1208,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.263,15.6227,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.9675,14.0869,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,BANDED MAGNETITE QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.6857,15.3725,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.0897,14.5707,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.6036,15.5299,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3838,13.8595,666,-95,MANGANESE,,,ARCHAEAN,DHARWAR,CHITRADURGA,VANIVILAS,MANGANIFEROUS PHYLLITE,,51.81,12.76,14.78,0.69,2.26,2.05,0.61,0.98,1,0.09,0,251.37,12.22,16.72,128.02,2,16.41,65.27,34.21,43.15,50.18,141.82,95.55,5
76.3803,13.9082,666,-95,MANGANESE,SYNCLINE,,ARCHAEAN,DHARWAR,CHITRADURGA,VANIVILAS,MANGANIFEROUS PHYLLITE,,51.81,12.76,14.78,0.69,2.26,2.05,0.61,0.98,1,0.09,0,251.37,12.22,16.72,128.02,2,16.41,65.27,34.21,43.15,50.18,141.82,95.55,5
76.1231,14.2631,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,VANIVILAS,QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.4645,14.25,0,0,,,,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY BIOTITE GRANITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.7037,14.5879,0,0,,,,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.621,14.5009,0,0,,SUPERPOSED FOLD (TYPE 1),,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2187,14.1005,713,-86,,,,ARCHAEAN,DHARWAR,BABABUDAN,KIBBANAHALLI,AMPHIBOLITE,,54.94,15.95,12.13,1.31,0,0.98,0.66,0.3,0.94,0.12,0,186.8,9.8,14.5,156.2,6.9,14,80,21.8,48.4,63.5,104,71.5,84.5
76.1827,14.1571,713,-86,,SYNCLINE,,ARCHAEAN,DHARWAR,BABABUDAN,KIBBANAHALLI,AMPHIBOLITE,,54.94,15.95,12.13,1.31,0,0.98,0.66,0.3,0.94,0.12,0,186.8,9.8,14.5,156.2,6.9,14,80,21.8,48.4,63.5,104,71.5,84.5
76.2122,14.0575,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.0606,14.8181,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.0199,14.9278,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.0683,14.7644,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4403,14.9342,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,BANDED MAGNETITE QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.213,14.7674,565,-81,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2405,14.0953,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,VANIVILAS,BANDED FERRUGINOUS QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.685,13.8967,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.6972,15.3003,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2236,14.0904,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2982,13.9981,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5964,14.4084,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6903,14.708,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.7478,15.3149,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.862,15.4273,425,-82,,,,ARCHAEAN,DHARWAR,HUNGUND-KUSHTAGI,ILKAL,META-RHYOLITE,,57.43,12.91,11.22,0.66,3.66,1.51,0.08,0.55,1.75,0.14,0,304.9,2.5,9.3,73,5,6.2,20,19.1,36.6,66.6,129,24.5,11.1
76.9084,15.3657,425,-82,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,HUNGUND-KUSHTAGI,ILKAL,META-RHYOLITE,,57.43,12.91,11.22,0.66,3.66,1.51,0.08,0.55,1.75,0.14,0,304.9,2.5,9.3,73,5,6.2,20,19.1,36.6,66.6,129,24.5,11.1
76.9152,15.3483,425,-82,,SYNCLINE (PLUNGING),,ARCHAEAN,DHARWAR,HUNGUND-KUSHTAGI,ILKAL,META-RHYOLITE,,57.43,12.91,11.22,0.66,3.66,1.51,0.08,0.55,1.75,0.14,0,304.9,2.5,9.3,73,5,6.2,20,19.1,36.6,66.6,129,24.5,11.1
77.2107,14.529,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.47,14.9153,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,BANDED MAGNETITE QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.275,14.058,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,VANIVILAS,MANGANIFEROUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.7397,15.4583,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.6895,15.2685,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.703,14.7051,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.3473,14.4542,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2513,14.4026,0,0,,,,PALAEOPROTEROZOIC,,,,GABBRO,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.0419,14.479,0,0,,,,PALAEOPROTEROZOIC,,,,GABBRO,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.9392,15.3619,0,0,,,,ARCHAEAN,DHARWAR,HUNGUND-KUSHTAGI,MUDENUR,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6575,13.9944,0,0,,,,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,AMPHIBOLITE,,58.129,14.406,7.811,1.256,4.889,2.149,0.143,0.96,1.232,0.07,0,340.7,22.5,28.4,145.9,2,16.8,78.1,26.8,50.4,109.2,126.2,52.4,70.6
76.4118,14.5345,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3107,15.2912,491,-66,,,,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,META-BASALT,,54.99,18.52,8.92,0.77,2.92,0.99,0.23,1.65,2.02,0.1,8.327509,626.4,14.9,11.8,95.3,16.8,15.2,44.4,12,92.4,104.2,72.6,32.3,40.2
76.3523,15.2523,491,-66,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,META-BASALT,,54.99,18.52,8.92,0.77,2.92,0.99,0.23,1.65,2.02,0.1,8.327509,626.4,14.9,11.8,95.3,16.8,15.2,44.4,12,92.4,104.2,72.6,32.3,40.2
77.5757,14.8332,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4583,14.1613,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,INGALDHAL,BANDED MAGNETITE QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.578,13.8663,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6791,15.3612,444,-90,MICA,,,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,55.06,12.41,7.51,1.25,6.78,2.55,0.14,0.76,1.29,0.27,0,319.4,7.7,12,134.2,7.4,10.3,34.9,26.8,26,110.1,116.9,39.7,18.7
76.3289,15.4093,503,-75,,,,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,PINK PORPHYRITIC GRANITE,CLOSEPET GRANITE,47.92,12.16,6.37,0.9,6.86,2.64,0.16,0.3,0.88,0.17,0,487.9,11.6,17.9,127.2,7.4,14.4,67.2,24.2,55.6,168.1,113.1,41.7,46.2
76.5916,15.2874,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.2326,14.6767,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4424,15.3473,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2881,13.75,0,0,,,,ARCHAEAN,,,,GREY GRANITE,ACID  INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.1663,14.1533,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.3368,15.6805,0,0,,,,ARCHAEAN,DHARWAR,GADWAL,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.2199,14.4452,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3096,13.9984,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,VANIVILAS,CHLORITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1395,14.647,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,CHLORITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4308,15.6135,0,0,,,,ARCHAEAN,,OLDER SUPRACRUSTAL (SARGUR?),,FUCHSITE QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7275,14.0844,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5495,14.4066,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.3785,14.25,0,0,,,,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.9047,15.625,375,-87,,,,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,60.58,12.71,3.92,0.64,5.17,1.59,0.08,0.87,1.92,0.23,0,506.6,13.9,13.8,75.2,16,17.2,34.8,10.4,98.6,239.3,73,24.2,34.9
76.4565,15.3449,0,0,,,,PALAEOPROTEROZOIC,,,,DOLERITE,BASIC INTRUSIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4086,14.5439,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.2003,14.3928,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.3686,14.2738,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.1628,14.6755,664,-90,GOLD,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2
76.192,14.6554,664,-90,GOLD,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2
76.2134,14.66,664,-90,GOLD,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2
76.1519,14.6817,664,-90,GOLD,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2
76.0965,14.7274,664,-90,GOLD,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,56.67,15.95,8.311,0.72,1.84,2.26,0.12,0.62,1.48,0.07,0,401.8,10.1,15.2,125.4,6.8,14.1,86.1,23.3,63,97.2,135.6,48.6,39.2
76.7075,13.75,0,0,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4705,14.1282,686,-75,,,,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,51.36,13.43,8.41,1.02,5.46,2.84,0.16,0.4,0.87,0.09,0,306.5,14.9,20.2,172,5.4,18.6,81,28.1,51.4,146.7,114.7,74.9,57
76.4627,14.0911,686,-75,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,51.36,13.43,8.41,1.02,5.46,2.84,0.16,0.4,0.87,0.09,0,306.5,14.9,20.2,172,5.4,18.6,81,28.1,51.4,146.7,114.7,74.9,57
76.4672,14.0794,686,-75,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,51.36,13.43,8.41,1.02,5.46,2.84,0.16,0.4,0.87,0.09,0,306.5,14.9,20.2,172,5.4,18.6,81,28.1,51.4,146.7,114.7,74.9,57
76.469,14.0681,686,-75,,ANTICLINE (PLUNGING),,ARCHAEAN,DHARWAR,CHITRADURGA,HIRIYUR,ARGILLITE,,51.36,13.43,8.41,1.02,5.46,2.84,0.16,0.4,0.87,0.09,0,306.5,14.9,20.2,172,5.4,18.6,81,28.1,51.4,146.7,114.7,74.9,57
76.7487,13.8457,0,0,,,,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,BANDED IRON FORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1677,14.3554,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4019,14.5714,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1078,14.7988,0,0,,,,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.631,14.3461,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3108,13.9651,0,0,,,,ARCHAEAN,,SARGUR,,BASALTIC KOMATIITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.221,14.0243,0,0,,,,ARCHAEAN,,SARGUR,GHATTIHOSAHALLI,FUCHSITE QUARTZITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
